Date,State,Recovered,Deaths,Confirmed,
2020-01-30,Kerala,0,0,1,
2020-01-30,India,0,0,1,
2020-02-02,Kerala,0,0,2,
2020-02-02,India,0,0,2,
2020-02-03,Kerala,0,0,3,
2020-02-03,India,0,0,3,
2020-02-14,Kerala,3,0,6,
2020-02-14,India,3,0,6,
2020-03-02,Delhi,0,0,1,
2020-03-02,Kerala,3,0,6,
2020-03-02,Telangana,0,0,1,
2020-03-02,India,3,0,8,
2020-03-03,Delhi,0,0,1,
2020-03-03,Kerala,3,0,6,
2020-03-03,Rajasthan,0,0,1,
2020-03-03,Telangana,0,0,1,
2020-03-03,India,3,0,9,
2020-03-04,Delhi,0,0,1,
2020-03-04,Haryana,0,0,14,
2020-03-04,Kerala,3,0,6,
2020-03-04,Rajasthan,0,0,2,
2020-03-04,Telangana,0,0,1,
2020-03-04,India,3,0,31,
2020-03-04,Uttar Pradesh,0,0,7,
2020-03-05,Delhi,0,0,2,
2020-03-05,Haryana,0,0,14,
2020-03-05,Kerala,3,0,6,
2020-03-05,Rajasthan,0,0,2,
2020-03-05,Telangana,0,0,1,
2020-03-05,India,3,0,33,
2020-03-05,Uttar Pradesh,0,0,8,
2020-03-06,Delhi,0,0,3,
2020-03-06,Haryana,0,0,14,
2020-03-06,Kerala,3,0,6,
2020-03-06,Rajasthan,0,0,2,
2020-03-06,Telangana,0,0,1,
2020-03-06,India,3,0,34,
2020-03-06,Uttar Pradesh,0,0,8,
2020-03-07,Delhi,0,0,3,
2020-03-07,Haryana,0,0,14,
2020-03-07,Kerala,3,0,6,
2020-03-07,Ladakh,0,0,2,
2020-03-07,Rajasthan,0,0,2,
2020-03-07,Telangana,0,0,1,
2020-03-07,Tamil Nadu,0,0,1,
2020-03-07,India,3,0,37,
2020-03-07,Uttar Pradesh,0,0,8,
2020-03-08,Delhi,0,0,3,
2020-03-08,Haryana,0,0,14,
2020-03-08,Kerala,3,0,11,
2020-03-08,Ladakh,0,0,2,
2020-03-08,Rajasthan,0,0,2,
2020-03-08,Telangana,0,0,1,
2020-03-08,Tamil Nadu,0,0,1,
2020-03-08,India,3,0,42,
2020-03-08,Uttar Pradesh,0,0,8,
2020-03-09,Delhi,0,0,4,
2020-03-09,Haryana,0,0,14,
2020-03-09,Jammu and Kashmir,0,0,1,
2020-03-09,Karnataka,0,0,1,
2020-03-09,Kerala,3,0,12,
2020-03-09,Ladakh,0,0,2,
2020-03-09,Maharashtra,0,0,2,
2020-03-09,Punjab,0,0,1,
2020-03-09,Rajasthan,0,0,2,
2020-03-09,Telangana,0,0,1,
2020-03-09,Tamil Nadu,0,0,1,
2020-03-09,India,3,0,51,
2020-03-09,Uttar Pradesh,0,0,10,
2020-03-10,Delhi,0,0,4,
2020-03-10,Haryana,0,0,14,
2020-03-10,Jammu and Kashmir,0,0,1,
2020-03-10,Karnataka,0,0,4,
2020-03-10,Kerala,3,0,20,
2020-03-10,Ladakh,0,0,2,
2020-03-10,Maharashtra,0,0,5,
2020-03-10,Punjab,0,0,1,
2020-03-10,Rajasthan,0,0,3,
2020-03-10,Telangana,0,0,1,
2020-03-10,Tamil Nadu,0,0,1,
2020-03-10,India,3,0,66,
2020-03-10,Uttar Pradesh,0,0,10,
2020-03-11,Delhi,0,0,5,
2020-03-11,Haryana,0,0,14,
2020-03-11,Jammu and Kashmir,0,0,1,
2020-03-11,Karnataka,0,0,4,
2020-03-11,Kerala,3,0,20,
2020-03-11,Ladakh,0,0,3,
2020-03-11,Maharashtra,0,0,11,
2020-03-11,Punjab,0,0,1,
2020-03-11,Rajasthan,0,0,3,
2020-03-11,Telangana,0,0,1,
2020-03-11,Tamil Nadu,0,0,1,
2020-03-11,India,3,0,74,
2020-03-11,Uttar Pradesh,0,0,10,
2020-03-12,Andhra Pradesh,0,0,1,
2020-03-12,Delhi,0,0,6,
2020-03-12,Haryana,0,0,14,
2020-03-12,Jammu and Kashmir,0,0,1,
2020-03-12,Karnataka,0,0,5,
2020-03-12,Kerala,3,0,22,
2020-03-12,Ladakh,0,0,3,
2020-03-12,Maharashtra,0,0,14,
2020-03-12,Punjab,0,0,1,
2020-03-12,Rajasthan,0,0,3,
2020-03-12,Telangana,0,0,1,
2020-03-12,Tamil Nadu,0,0,1,
2020-03-12,India,3,0,84,
2020-03-12,Uttar Pradesh,0,0,12,
2020-03-13,Andhra Pradesh,0,0,1,
2020-03-13,Delhi,0,0,7,
2020-03-13,Haryana,0,0,14,
2020-03-13,Jammu and Kashmir,0,0,2,
2020-03-13,Karnataka,0,1,7,
2020-03-13,Kerala,3,0,25,
2020-03-13,Ladakh,0,0,3,
2020-03-13,Maharashtra,0,0,17,
2020-03-13,Punjab,0,0,1,
2020-03-13,Rajasthan,0,0,3,
2020-03-13,Telangana,0,0,1,
2020-03-13,Tamil Nadu,0,0,1,
2020-03-13,India,3,1,95,
2020-03-13,Uttar Pradesh,0,0,13,
2020-03-14,Andhra Pradesh,0,0,1,
2020-03-14,Delhi,0,0,7,
2020-03-14,Himachal Pradesh,0,0,0,
2020-03-14,Haryana,0,0,14,
2020-03-14,Jammu and Kashmir,0,0,2,
2020-03-14,Karnataka,0,1,7,
2020-03-14,Kerala,3,0,25,
2020-03-14,Ladakh,0,0,3,
2020-03-14,Maharashtra,0,0,26,
2020-03-14,Punjab,0,0,1,
2020-03-14,Rajasthan,0,0,4,
2020-03-14,Telangana,0,0,2,
2020-03-14,Tamil Nadu,0,0,1,
2020-03-14,India,3,1,106,
2020-03-14,Uttar Pradesh,0,0,13,
2020-03-15,Andhra Pradesh,0,0,1,
2020-03-15,Delhi,0,0,7,
2020-03-15,Himachal Pradesh,0,0,0,
2020-03-15,Haryana,0,0,14,
2020-03-15,Jammu and Kashmir,0,0,2,
2020-03-15,Karnataka,0,1,7,
2020-03-15,Kerala,3,0,27,
2020-03-15,Ladakh,0,0,3,
2020-03-15,Maharashtra,0,0,32,
2020-03-15,Punjab,0,0,1,
2020-03-15,Rajasthan,0,0,4,
2020-03-15,Telangana,0,0,3,
2020-03-15,Tamil Nadu,0,0,1,
2020-03-15,India,3,1,116,
2020-03-15,Uttar Pradesh,0,0,13,
2020-03-15,Uttarakhand,0,0,1,
2020-03-16,Andhra Pradesh,0,0,1,
2020-03-16,Delhi,0,0,7,
2020-03-16,Himachal Pradesh,0,0,0,
2020-03-16,Haryana,0,0,14,
2020-03-16,Jammu and Kashmir,0,0,3,
2020-03-16,Karnataka,0,1,8,
2020-03-16,Kerala,3,0,30,
2020-03-16,Ladakh,0,0,3,
2020-03-16,Maharashtra,0,0,39,
2020-03-16,Odisha,0,0,1,
2020-03-16,Punjab,0,0,1,
2020-03-16,Rajasthan,0,0,4,
2020-03-16,Telangana,0,0,4,
2020-03-16,Tamil Nadu,0,0,1,
2020-03-16,India,3,1,130,
2020-03-16,Uttar Pradesh,0,0,13,
2020-03-16,Uttarakhand,0,0,1,
2020-03-17,Andhra Pradesh,0,0,1,
2020-03-17,Delhi,0,0,10,
2020-03-17,Himachal Pradesh,0,0,0,
2020-03-17,Haryana,0,0,15,
2020-03-17,Jammu and Kashmir,0,0,3,
2020-03-17,Karnataka,0,1,12,
2020-03-17,Kerala,3,0,30,
2020-03-17,Ladakh,0,0,8,
2020-03-17,Maharashtra,0,0,41,
2020-03-17,Odisha,0,0,1,
2020-03-17,Punjab,0,0,1,
2020-03-17,Puducherry,0,0,1,
2020-03-17,Rajasthan,0,0,4,
2020-03-17,Telangana,0,0,5,
2020-03-17,Tamil Nadu,0,0,1,
2020-03-17,India,3,1,150,
2020-03-17,Uttar Pradesh,0,0,15,
2020-03-17,Uttarakhand,0,0,1,
2020-03-17,West Bengal,0,0,1,
2020-03-18,Andhra Pradesh,0,0,1,
2020-03-18,Delhi,0,0,11,
2020-03-18,Himachal Pradesh,0,0,0,
2020-03-18,Haryana,0,0,17,
2020-03-18,Jammu and Kashmir,0,0,4,
2020-03-18,Karnataka,0,1,15,
2020-03-18,Kerala,3,0,30,
2020-03-18,Ladakh,0,0,8,
2020-03-18,Maharashtra,0,0,45,
2020-03-18,Odisha,0,0,1,
2020-03-18,Punjab,0,0,1,
2020-03-18,Puducherry,0,0,1,
2020-03-18,Rajasthan,0,0,7,
2020-03-18,Telangana,0,0,13,
2020-03-18,Tamil Nadu,0,0,2,
2020-03-18,India,3,1,175,
2020-03-18,Uttar Pradesh,0,0,17,
2020-03-18,Uttarakhand,0,0,1,
2020-03-18,West Bengal,0,0,1,
2020-03-19,Andhra Pradesh,0,0,3,
2020-03-19,Chandigarh,0,0,1,
2020-03-19,Chhattisgarh,0,0,1,
2020-03-19,Delhi,0,0,14,
2020-03-19,Gujarat,0,0,2,
2020-03-19,Himachal Pradesh,0,0,0,
2020-03-19,Haryana,0,0,17,
2020-03-19,Jammu and Kashmir,0,0,4,
2020-03-19,Karnataka,0,1,16,
2020-03-19,Kerala,3,0,31,
2020-03-19,Ladakh,0,0,8,
2020-03-19,Maharashtra,0,0,48,
2020-03-19,Odisha,0,0,2,
2020-03-19,Punjab,0,0,2,
2020-03-19,Puducherry,0,0,1,
2020-03-19,Rajasthan,0,0,9,
2020-03-19,Telangana,0,0,16,
2020-03-19,Tamil Nadu,0,0,3,
2020-03-19,India,3,1,202,
2020-03-19,Uttar Pradesh,0,0,20,
2020-03-19,Uttarakhand,0,0,3,
2020-03-19,West Bengal,0,0,1,
2020-03-20,Andhra Pradesh,0,0,3,
2020-03-20,Chandigarh,0,0,5,
2020-03-20,Chhattisgarh,0,0,1,
2020-03-20,Delhi,0,0,20,
2020-03-20,Gujarat,0,0,7,
2020-03-20,Himachal Pradesh,0,0,2,
2020-03-20,Haryana,0,0,19,
2020-03-20,Jammu and Kashmir,0,0,4,
2020-03-20,Karnataka,1,1,17,
2020-03-20,Kerala,3,0,43,
2020-03-20,Ladakh,0,0,10,
2020-03-20,Maharashtra,0,0,52,
2020-03-20,Madhya Pradesh,0,0,4,
2020-03-20,Odisha,0,0,2,
2020-03-20,Punjab,0,0,3,
2020-03-20,Puducherry,0,0,1,
2020-03-20,Rajasthan,0,0,17,
2020-03-20,Telangana,0,0,19,
2020-03-20,Tamil Nadu,0,0,3,
2020-03-20,India,4,1,261,
2020-03-20,Uttar Pradesh,0,0,24,
2020-03-20,Uttarakhand,0,0,3,
2020-03-20,West Bengal,0,0,2,
2020-03-21,Andhra Pradesh,0,0,5,
2020-03-21,Chandigarh,0,0,5,
2020-03-21,Chhattisgarh,0,0,1,
2020-03-21,Delhi,0,0,27,
2020-03-21,Gujarat,0,0,14,
2020-03-21,Himachal Pradesh,0,0,2,
2020-03-21,Haryana,0,0,21,
2020-03-21,Jammu and Kashmir,0,0,4,
2020-03-21,Karnataka,1,1,22,
2020-03-21,Kerala,3,0,55,
2020-03-21,Ladakh,0,0,13,
2020-03-21,Maharashtra,0,0,64,
2020-03-21,Madhya Pradesh,0,0,4,
2020-03-21,Odisha,0,0,2,
2020-03-21,Punjab,0,0,13,
2020-03-21,Puducherry,0,0,1,
2020-03-21,Rajasthan,0,0,24,
2020-03-21,Telangana,0,0,21,
2020-03-21,Tamil Nadu,0,0,6,
2020-03-21,India,4,1,339,
2020-03-21,Uttar Pradesh,0,0,28,
2020-03-21,Uttarakhand,0,0,3,
2020-03-21,West Bengal,0,0,4,
2020-03-22,Andhra Pradesh,0,0,6,
2020-03-22,Bihar,0,0,2,
2020-03-22,Chandigarh,0,0,6,
2020-03-22,Chhattisgarh,0,0,1,
2020-03-22,Delhi,0,0,28,
2020-03-22,Gujarat,0,0,18,
2020-03-22,Himachal Pradesh,0,0,2,
2020-03-22,Haryana,0,0,21,
2020-03-22,Jammu and Kashmir,0,0,4,
2020-03-22,Karnataka,1,1,28,
2020-03-22,Kerala,3,0,70,
2020-03-22,Ladakh,0,0,13,
2020-03-22,Maharashtra,0,0,74,
2020-03-22,Madhya Pradesh,0,0,6,
2020-03-22,Odisha,0,0,2,
2020-03-22,Punjab,0,0,21,
2020-03-22,Puducherry,0,0,1,
2020-03-22,Rajasthan,0,0,29,
2020-03-22,Telangana,0,0,27,
2020-03-22,Tamil Nadu,0,0,9,
2020-03-22,India,4,1,408,
2020-03-22,Uttar Pradesh,0,0,30,
2020-03-22,Uttarakhand,0,0,3,
2020-03-22,West Bengal,0,0,7,
2020-03-23,Andhra Pradesh,0,0,7,
2020-03-23,Bihar,0,0,3,
2020-03-23,Chandigarh,0,0,7,
2020-03-23,Chhattisgarh,0,0,1,
2020-03-23,Delhi,0,0,30,
2020-03-23,Gujarat,0,0,30,
2020-03-23,Himachal Pradesh,0,0,3,
2020-03-23,Haryana,0,0,28,
2020-03-23,Jammu and Kashmir,0,0,4,
2020-03-23,Karnataka,1,1,35,
2020-03-23,Kerala,3,0,98,
2020-03-23,Ladakh,0,0,13,
2020-03-23,Maharashtra,0,0,89,
2020-03-23,Madhya Pradesh,0,0,6,
2020-03-23,Odisha,0,0,2,
2020-03-23,Punjab,0,0,23,
2020-03-23,Puducherry,0,0,1,
2020-03-23,Rajasthan,0,0,32,
2020-03-23,Telangana,0,0,33,
2020-03-23,Tamil Nadu,0,0,12,
2020-03-23,India,4,1,502,
2020-03-23,Uttar Pradesh,0,0,34,
2020-03-23,Uttarakhand,0,0,4,
2020-03-23,West Bengal,0,0,7,
2020-03-24,Andhra Pradesh,0,0,8,
2020-03-24,Bihar,0,0,3,
2020-03-24,Chandigarh,0,0,7,
2020-03-24,Chhattisgarh,0,0,1,
2020-03-24,Delhi,0,0,30,
2020-03-24,Gujarat,0,0,36,
2020-03-24,Himachal Pradesh,0,0,3,
2020-03-24,Haryana,0,0,30,
2020-03-24,Jammu and Kashmir,0,0,6,
2020-03-24,Karnataka,3,1,45,
2020-03-24,Kerala,3,0,112,
2020-03-24,Ladakh,0,0,13,
2020-03-24,Maharashtra,0,0,107,
2020-03-24,Manipur,0,0,1,
2020-03-24,Madhya Pradesh,0,0,7,
2020-03-24,Odisha,0,0,2,
2020-03-24,Punjab,0,0,29,
2020-03-24,Puducherry,0,0,1,
2020-03-24,Rajasthan,0,0,32,
2020-03-24,Telangana,0,0,39,
2020-03-24,Tamil Nadu,0,0,18,
2020-03-24,India,6,1,578,
2020-03-24,Uttar Pradesh,0,0,35,
2020-03-24,Uttarakhand,0,0,4,
2020-03-24,West Bengal,0,0,9,
2020-03-25,Andhra Pradesh,0,0,10,
2020-03-25,Bihar,0,0,4,
2020-03-25,Chandigarh,0,0,7,
2020-03-25,Chhattisgarh,0,0,3,
2020-03-25,Delhi,0,0,35,
2020-03-25,Goa,0,0,3,
2020-03-25,Gujarat,0,0,38,
2020-03-25,Himachal Pradesh,0,0,3,
2020-03-25,Haryana,0,0,31,
2020-03-25,Jammu and Kashmir,0,0,11,
2020-03-25,Karnataka,3,1,55,
2020-03-25,Kerala,3,0,121,
2020-03-25,Ladakh,0,0,13,
2020-03-25,Maharashtra,0,0,122,
2020-03-25,Manipur,0,0,1,
2020-03-25,Madhya Pradesh,0,0,15,
2020-03-25,Mizoram,0,0,1,
2020-03-25,Odisha,0,0,2,
2020-03-25,Punjab,0,0,31,
2020-03-25,Puducherry,0,0,1,
2020-03-25,Rajasthan,0,0,38,
2020-03-25,Telangana,0,0,41,
2020-03-25,Tamil Nadu,0,0,26,
2020-03-25,India,6,1,664,
2020-03-25,Uttar Pradesh,0,0,38,
2020-03-25,Uttarakhand,0,0,5,
2020-03-25,West Bengal,0,0,9,
2020-03-26,Andaman and Nicobar Islands,0,0,1,
2020-03-26,Andhra Pradesh,0,0,11,
2020-03-26,Bihar,0,0,7,
2020-03-26,Chandigarh,0,0,7,
2020-03-26,Chhattisgarh,0,0,6,
2020-03-26,Delhi,0,0,39,
2020-03-26,Goa,0,0,3,
2020-03-26,Gujarat,0,0,44,
2020-03-26,Himachal Pradesh,0,0,3,
2020-03-26,Haryana,0,0,32,
2020-03-26,Jammu and Kashmir,0,0,14,
2020-03-26,Karnataka,3,2,60,
2020-03-26,Kerala,3,0,140,
2020-03-26,Ladakh,0,0,13,
2020-03-26,Maharashtra,0,0,125,
2020-03-26,Manipur,0,0,1,
2020-03-26,Madhya Pradesh,0,0,20,
2020-03-26,Mizoram,0,0,1,
2020-03-26,Odisha,0,0,3,
2020-03-26,Punjab,0,0,33,
2020-03-26,Puducherry,0,0,1,
2020-03-26,Rajasthan,0,0,43,
2020-03-26,Telangana,0,0,45,
2020-03-26,Tamil Nadu,0,0,29,
2020-03-26,India,6,2,738,
2020-03-26,Uttar Pradesh,0,0,42,
2020-03-26,Uttarakhand,0,0,5,
2020-03-26,West Bengal,0,0,10,
2020-03-27,Andaman and Nicobar Islands,0,0,6,
2020-03-27,Andhra Pradesh,0,0,13,
2020-03-27,Bihar,0,0,9,
2020-03-27,Chandigarh,0,0,8,
2020-03-27,Chhattisgarh,0,0,6,
2020-03-27,Delhi,0,0,40,
2020-03-27,Goa,0,0,3,
2020-03-27,Gujarat,0,0,47,
2020-03-27,Himachal Pradesh,0,0,3,
2020-03-27,Haryana,0,0,33,
2020-03-27,Jammu and Kashmir,0,0,20,
2020-03-27,Karnataka,5,3,72,
2020-03-27,Kerala,3,0,179,
2020-03-27,Ladakh,0,0,13,
2020-03-27,Maharashtra,0,0,153,
2020-03-27,Manipur,0,0,1,
2020-03-27,Madhya Pradesh,0,0,29,
2020-03-27,Mizoram,0,0,1,
2020-03-27,Odisha,0,0,3,
2020-03-27,Punjab,0,0,38,
2020-03-27,Puducherry,0,0,1,
2020-03-27,Rajasthan,0,0,50,
2020-03-27,Telangana,0,0,59,
2020-03-27,Tamil Nadu,0,0,38,
2020-03-27,India,8,3,894,
2020-03-27,Uttar Pradesh,0,0,49,
2020-03-27,Uttarakhand,0,0,5,
2020-03-27,West Bengal,0,0,15,
2020-03-28,Andaman and Nicobar Islands,0,0,9,
2020-03-28,Andhra Pradesh,0,0,19,
2020-03-28,Bihar,0,0,11,
2020-03-28,Chandigarh,0,0,8,
2020-03-28,Chhattisgarh,0,0,7,
2020-03-28,Delhi,0,0,49,
2020-03-28,Goa,0,0,3,
2020-03-28,Gujarat,0,0,55,
2020-03-28,Himachal Pradesh,0,0,3,
2020-03-28,Haryana,0,0,35,
2020-03-28,Jammu and Kashmir,0,0,33,
2020-03-28,Karnataka,5,3,84,
2020-03-28,Kerala,3,0,185,
2020-03-28,Ladakh,0,0,13,
2020-03-28,Maharashtra,0,0,181,
2020-03-28,Manipur,0,0,1,
2020-03-28,Madhya Pradesh,0,0,39,
2020-03-28,Mizoram,0,0,1,
2020-03-28,Odisha,0,0,3,
2020-03-28,Punjab,0,0,38,
2020-03-28,Puducherry,0,0,1,
2020-03-28,Rajasthan,0,0,54,
2020-03-28,Telangana,0,0,67,
2020-03-28,Tamil Nadu,0,0,42,
2020-03-28,India,8,3,1030,
2020-03-28,Uttar Pradesh,0,0,65,
2020-03-28,Uttarakhand,0,0,6,
2020-03-28,West Bengal,0,0,18,
2020-03-29,Andaman and Nicobar Islands,0,0,9,
2020-03-29,Andhra Pradesh,1,0,22,
2020-03-29,Bihar,0,1,16,
2020-03-29,Chandigarh,0,0,8,
2020-03-29,Chhattisgarh,0,0,7,
2020-03-29,Delhi,6,2,80,
2020-03-29,Goa,0,0,5,
2020-03-29,Gujarat,1,5,69,
2020-03-29,Himachal Pradesh,1,1,5,
2020-03-29,Haryana,14,0,49,
2020-03-29,Jammu and Kashmir,1,1,40,
2020-03-29,Karnataka,5,3,91,
2020-03-29,Kerala,20,1,223,
2020-03-29,Ladakh,3,0,16,
2020-03-29,Maharashtra,25,8,236,
2020-03-29,Manipur,0,0,1,
2020-03-29,Madhya Pradesh,0,2,41,
2020-03-29,Mizoram,0,0,1,
2020-03-29,Odisha,0,0,3,
2020-03-29,Punjab,1,1,40,
2020-03-29,Puducherry,0,0,1,
2020-03-29,Rajasthan,3,0,62,
2020-03-29,Telangana,1,1,72,
2020-03-29,Tamil Nadu,4,1,55,
2020-03-29,India,99,28,1266,
2020-03-29,Uttar Pradesh,11,0,83,
2020-03-29,Uttarakhand,2,0,9,
2020-03-29,West Bengal,0,1,22,
2020-03-30,Andaman and Nicobar Islands,0,0,10,
2020-03-30,Andhra Pradesh,1,0,24,
2020-03-30,Bihar,0,1,16,
2020-03-30,Chandigarh,0,0,13,
2020-03-30,Chhattisgarh,0,0,8,
2020-03-30,Delhi,6,2,105,
2020-03-30,Goa,0,0,5,
2020-03-30,Gujarat,3,6,79,
2020-03-30,Himachal Pradesh,1,1,5,
2020-03-30,Haryana,20,0,56,
2020-03-30,Jammu and Kashmir,1,1,51,
2020-03-30,Karnataka,6,3,97,
2020-03-30,Kerala,20,1,255,
2020-03-30,Ladakh,3,0,16,
2020-03-30,Maharashtra,39,10,269,
2020-03-30,Manipur,0,0,1,
2020-03-30,Madhya Pradesh,0,4,51,
2020-03-30,Mizoram,0,0,1,
2020-03-30,Odisha,0,0,3,
2020-03-30,Punjab,1,3,45,
2020-03-30,Puducherry,0,0,1,
2020-03-30,Rajasthan,3,0,82,
2020-03-30,Telangana,14,6,97,
2020-03-30,Tamil Nadu,4,1,72,
2020-03-30,India,141,41,1508,
2020-03-30,Uttar Pradesh,17,0,113,
2020-03-30,Uttarakhand,2,0,9,
2020-03-30,West Bengal,0,2,24,
2020-03-31,Andaman and Nicobar Islands,0,0,10,
2020-03-31,Andhra Pradesh,1,0,45,
2020-03-31,Assam,0,0,1,
2020-03-31,Bihar,0,1,22,
2020-03-31,Chandigarh,0,0,15,
2020-03-31,Chhattisgarh,2,0,11,
2020-03-31,Delhi,6,2,128,
2020-03-31,Goa,0,0,5,
2020-03-31,Gujarat,5,6,85,
2020-03-31,Himachal Pradesh,1,1,5,
2020-03-31,Haryana,24,0,67,
2020-03-31,Jharkhand,0,0,1,
2020-03-31,Jammu and Kashmir,1,2,58,
2020-03-31,Karnataka,8,3,112,
2020-03-31,Kerala,24,2,267,
2020-03-31,Ladakh,3,0,16,
2020-03-31,Maharashtra,39,11,352,
2020-03-31,Manipur,0,0,1,
2020-03-31,Madhya Pradesh,0,5,71,
2020-03-31,Mizoram,0,0,1,
2020-03-31,Odisha,0,0,4,
2020-03-31,Punjab,1,4,47,
2020-03-31,Puducherry,0,0,1,
2020-03-31,Rajasthan,3,0,96,
2020-03-31,Telangana,14,6,117,
2020-03-31,Tamil Nadu,6,1,131,
2020-03-31,India,160,47,1842,
2020-03-31,Uttar Pradesh,17,0,121,
2020-03-31,Uttarakhand,2,0,9,
2020-03-31,West Bengal,3,3,43,
2020-04-01,Andaman and Nicobar Islands,0,0,10,
2020-04-01,Andhra Pradesh,2,0,113,
2020-04-01,Assam,0,0,16,
2020-04-01,Bihar,0,1,25,
2020-04-01,Chandigarh,0,0,17,
2020-04-01,Chhattisgarh,2,0,11,
2020-04-01,Delhi,6,2,160,
2020-04-01,Goa,0,0,5,
2020-04-01,Gujarat,5,6,98,
2020-04-01,Himachal Pradesh,1,1,5,
2020-04-01,Haryana,27,0,70,
2020-04-01,Jharkhand,0,0,1,
2020-04-01,Jammu and Kashmir,2,2,66,
2020-04-01,Karnataka,9,3,122,
2020-04-01,Kerala,26,2,293,
2020-04-01,Ladakh,3,0,16,
2020-04-01,Maharashtra,39,16,390,
2020-04-01,Manipur,0,0,1,
2020-04-01,Madhya Pradesh,0,6,104,
2020-04-01,Mizoram,0,0,1,
2020-04-01,Odisha,1,0,6,
2020-04-01,Punjab,1,4,51,
2020-04-01,Puducherry,0,0,3,
2020-04-01,Rajasthan,3,0,123,
2020-04-01,Telangana,14,9,150,
2020-04-01,Tamil Nadu,6,1,241,
2020-04-01,India,169,58,2286,
2020-04-01,Uttar Pradesh,17,2,136,
2020-04-01,Uttarakhand,2,0,9,
2020-04-01,West Bengal,3,3,43,
2020-04-02,Andaman and Nicobar Islands,0,0,10,
2020-04-02,Andhra Pradesh,2,0,151,
2020-04-02,Arunachal Pradesh,0,0,1,
2020-04-02,Assam,0,0,16,
2020-04-02,Bihar,3,1,33,
2020-04-02,Chandigarh,0,0,18,
2020-04-02,Chhattisgarh,3,0,12,
2020-04-02,Delhi,8,4,305,
2020-04-02,Goa,0,0,5,
2020-04-02,Gujarat,10,7,105,
2020-04-02,Himachal Pradesh,1,1,8,
2020-04-02,Haryana,27,0,76,
2020-04-02,Jharkhand,0,0,2,
2020-04-02,Jammu and Kashmir,3,2,75,
2020-04-02,Karnataka,11,3,138,
2020-04-02,Kerala,28,2,316,
2020-04-02,Ladakh,3,0,16,
2020-04-02,Maharashtra,42,21,486,
2020-04-02,Manipur,0,0,2,
2020-04-02,Madhya Pradesh,0,8,115,
2020-04-02,Mizoram,0,0,1,
2020-04-02,Odisha,1,0,6,
2020-04-02,Punjab,1,5,53,
2020-04-02,Puducherry,0,0,5,
2020-04-02,Rajasthan,3,0,136,
2020-04-02,Telangana,17,9,180,
2020-04-02,Tamil Nadu,6,1,316,
2020-04-02,India,191,69,2805,
2020-04-02,Uttar Pradesh,17,2,147,
2020-04-02,Uttarakhand,2,0,12,
2020-04-02,West Bengal,3,3,59,
2020-04-03,Andaman and Nicobar Islands,0,0,10,
2020-04-03,Andhra Pradesh,2,1,167,
2020-04-03,Arunachal Pradesh,0,0,1,
2020-04-03,Assam,0,0,23,
2020-04-03,Bihar,3,1,35,
2020-04-03,Chandigarh,0,0,18,
2020-04-03,Chhattisgarh,3,0,12,
2020-04-03,Delhi,8,6,400,
2020-04-03,Goa,0,0,6,
2020-04-03,Gujarat,10,9,114,
2020-04-03,Himachal Pradesh,1,2,9,
2020-04-03,Haryana,28,0,86,
2020-04-03,Jharkhand,0,0,2,
2020-04-03,Jammu and Kashmir,3,2,80,
2020-04-03,Karnataka,11,4,143,
2020-04-03,Kerala,42,2,339,
2020-04-03,Ladakh,3,0,17,
2020-04-03,Maharashtra,50,26,563,
2020-04-03,Manipur,0,0,2,
2020-04-03,Madhya Pradesh,0,8,162,
2020-04-03,Mizoram,0,0,1,
2020-04-03,Odisha,2,0,22,
2020-04-03,Punjab,1,5,59,
2020-04-03,Puducherry,0,0,5,
2020-04-03,Rajasthan,3,0,182,
2020-04-03,Telangana,32,11,272,
2020-04-03,Tamil Nadu,6,1,418,
2020-04-03,India,230,83,3418,
2020-04-03,Uttar Pradesh,17,2,193,
2020-04-03,Uttarakhand,2,0,18,
2020-04-03,West Bengal,3,3,59,
2020-04-04,Andaman and Nicobar Islands,0,0,10,
2020-04-04,Andhra Pradesh,2,1,195,
2020-04-04,Arunachal Pradesh,0,0,1,
2020-04-04,Assam,0,0,26,
2020-04-04,Bihar,3,1,36,
2020-04-04,Chandigarh,3,0,21,
2020-04-04,Chhattisgarh,3,0,13,
2020-04-04,Delhi,16,6,467,
2020-04-04,Goa,0,0,7,
2020-04-04,Gujarat,13,10,131,
2020-04-04,Himachal Pradesh,1,2,16,
2020-04-04,Haryana,29,0,113,
2020-04-04,Jharkhand,0,0,2,
2020-04-04,Jammu and Kashmir,3,2,97,
2020-04-04,Karnataka,11,4,159,
2020-04-04,Kerala,50,2,358,
2020-04-04,Ladakh,3,0,17,
2020-04-04,Maharashtra,52,32,719,
2020-04-04,Manipur,0,0,2,
2020-04-04,Madhya Pradesh,0,11,190,
2020-04-04,Mizoram,0,0,1,
2020-04-04,Odisha,2,0,23,
2020-04-04,Punjab,3,5,73,
2020-04-04,Puducherry,0,0,5,
2020-04-04,Rajasthan,25,1,232,
2020-04-04,Telangana,33,11,316,
2020-04-04,Tamil Nadu,8,3,496,
2020-04-04,India,286,96,4066,
2020-04-04,Uttar Pradesh,21,2,257,
2020-04-04,Uttarakhand,2,0,24,
2020-04-04,West Bengal,3,3,59,
2020-04-05,Andaman and Nicobar Islands,0,0,10,
2020-04-05,Andhra Pradesh,5,1,262,
2020-04-05,Arunachal Pradesh,0,0,1,
2020-04-05,Assam,0,0,26,
