Updated On,State,First Dose Administered,Second Dose Administered,Total Doses Administered
2021-04-05,Dadra and Nagar Haveli and Daman and Diu,43184.0,7331.0,50515
2021-04-06,Dadra and Nagar Haveli and Daman and Diu,48313.0,7716.0,56029
2021-04-07,Dadra and Nagar Haveli and Daman and Diu,52156.0,8136.0,60292
2021-04-08,Dadra and Nagar Haveli and Daman and Diu,55718.0,8442.0,64160
2021-04-09,Dadra and Nagar Haveli and Daman and Diu,59130.0,8778.0,67908
2021-04-10,Dadra and Nagar Haveli and Daman and Diu,61498.0,9025.0,70523
2021-04-11,Dadra and Nagar Haveli and Daman and Diu,64703.0,9407.0,74110
2021-04-12,Dadra and Nagar Haveli and Daman and Diu,66367.0,9697.0,76064
2021-04-13,Dadra and Nagar Haveli and Daman and Diu,67859.0,10001.0,77860
2021-04-14,Dadra and Nagar Haveli and Daman and Diu,69063.0,10376.0,79439
2021-04-15,Dadra and Nagar Haveli and Daman and Diu,70628.0,10848.0,81476
2021-04-16,Dadra and Nagar Haveli and Daman and Diu,71964.0,11179.0,83143
2021-04-17,Dadra and Nagar Haveli and Daman and Diu,72365.0,11314.0,83679
2021-04-18,Dadra and Nagar Haveli and Daman and Diu,73240.0,11705.0,84945
2021-04-19,Dadra and Nagar Haveli and Daman and Diu,74293.0,12102.0,86395
2021-05-01,Dadra and Nagar Haveli and Daman and Diu,79753.0,16567.0,96320
2021-05-02,Dadra and Nagar Haveli and Daman and Diu,79890.0,16729.0,96619
2021-05-03,Dadra and Nagar Haveli and Daman and Diu,80227.0,17238.0,97465
2021-05-04,Dadra and Nagar Haveli and Daman and Diu,80554.0,17752.0,98306
2021-05-05,Dadra and Nagar Haveli and Daman and Diu,80984.0,18320.0,99304
2021-05-06,Dadra and Nagar Haveli and Daman and Diu,81425.0,19135.0,100560
2021-05-07,Dadra and Nagar Haveli and Daman and Diu,82133.0,20096.0,102229
2021-05-08,Dadra and Nagar Haveli and Daman and Diu,82566.0,20772.0,103338
2021-05-09,Dadra and Nagar Haveli and Daman and Diu,82726.0,21060.0,103786
2021-05-10,Dadra and Nagar Haveli and Daman and Diu,83125.0,21829.0,104954
2021-05-11,Dadra and Nagar Haveli and Daman and Diu,83422.0,22490.0,105912
2021-05-12,Dadra and Nagar Haveli and Daman and Diu,83791.0,22834.0,106625
2021-05-13,Dadra and Nagar Haveli and Daman and Diu,85968.0,23665.0,109633
2021-05-14,Dadra and Nagar Haveli and Daman and Diu,88556.0,24770.0,113326
2021-05-15,Dadra and Nagar Haveli and Daman and Diu,91647.0,25871.0,117518
2021-05-16,Dadra and Nagar Haveli and Daman and Diu,94759.0,25887.0,120646
2021-05-17,Dadra and Nagar Haveli and Daman and Diu,97527.0,25893.0,123420
2021-05-18,Dadra and Nagar Haveli and Daman and Diu,97967.0,25898.0,123865
2021-01-16,Delhi,892.0,0.0,892
2021-01-17,Delhi,1005.0,0.0,1005
2021-01-18,Delhi,1366.0,0.0,1366
2021-01-19,Delhi,3041.0,0.0,3041
2021-02-01,Delhi,52760.0,0.0,52760
2021-02-02,Delhi,62086.0,0.0,62086
2021-02-03,Delhi,69462.0,0.0,69462
2021-02-04,Delhi,78948.0,0.0,78948
2021-02-05,Delhi,88045.0,0.0,88045
2021-02-06,Delhi,97492.0,0.0,97492
2021-02-07,Delhi,97495.0,0.0,97495
2021-02-08,Delhi,107116.0,0.0,107116
2021-02-09,Delhi,119917.0,0.0,119917
2021-02-10,Delhi,134600.0,0.0,134600
2021-02-11,Delhi,150348.0,0.0,150348
2021-02-12,Delhi,164976.0,0.0,164976
2021-02-13,Delhi,178174.0,1967.0,180141
2021-02-14,Delhi,178176.0,1967.0,180143
2021-02-15,Delhi,192891.0,4140.0,197031
2021-02-16,Delhi,207447.0,6826.0,214273
2021-02-17,Delhi,223511.0,8033.0,231544
2021-02-18,Delhi,241096.0,11747.0,252843
2021-02-19,Delhi,270025.0,13604.0,283629
2021-03-01,Delhi,367699.0,38732.0,406431
2021-03-02,Delhi,383386.0,44991.0,428377
2021-03-03,Delhi,394019.0,49823.0,443842
2021-03-04,Delhi,405213.0,55099.0,460312
2021-03-05,Delhi,414969.0,60620.0,475589
2021-03-06,Delhi,426890.0,68264.0,495154
2021-03-07,Delhi,426957.0,68286.0,495243
2021-03-08,Delhi,440429.0,75759.0,516188
2021-03-09,Delhi,395281.0,84770.0,480051
2021-03-10,Delhi,405377.0,93247.0,498624
2021-03-11,Delhi,415349.0,101099.0,516448
2021-03-12,Delhi,425063.0,110727.0,535790
2021-03-13,Delhi,438850.0,121516.0,560366
2021-03-14,Delhi,438862.0,121530.0,560392
2021-03-15,Delhi,453718.0,132136.0,585854
2021-03-16,Delhi,539287.0,143560.0,682847
2021-03-17,Delhi,731870.0,152935.0,884805
2021-03-18,Delhi,758842.0,166768.0,925610
2021-03-19,Delhi,776830.0,177682.0,954512
2021-04-01,Delhi,1087850.0,267295.0,1355145
2021-04-02,Delhi,1152888.0,274181.0,1427069
2021-04-03,Delhi,1211419.0,281748.0,1493167
2021-04-04,Delhi,1290748.0,287504.0,1578252
2021-04-05,Delhi,1352825.0,296402.0,1649227
2021-04-06,Delhi,1396046.0,302735.0,1698781
2021-04-07,Delhi,1469113.0,315870.0,1784983
2021-04-08,Delhi,1565572.0,331947.0,1897519
2021-04-09,Delhi,1613146.0,343540.0,1956686
2021-04-10,Delhi,1705350.0,357341.0,2062691
2021-04-11,Delhi,1780609.0,365110.0,2145719
2021-04-12,Delhi,1855493.0,380409.0,2235902
2021-04-13,Delhi,1912002.0,392881.0,2304883
2021-04-14,Delhi,1971274.0,405713.0,2376987
2021-04-15,Delhi,2031982.0,422889.0,2454871
2021-04-16,Delhi,2065695.0,438376.0,2504071
2021-04-17,Delhi,2121099.0,451586.0,2572685
2021-04-18,Delhi,2162307.0,458970.0,2621277
2021-04-19,Delhi,2202752.0,479340.0,2682092
2021-05-01,Delhi,2611942.0,711307.0,3323249
2021-05-02,Delhi,2613227.0,711675.0,3324902
2021-05-03,Delhi,2676373.0,739355.0,3415728
2021-05-04,Delhi,2742953.0,764682.0,3507635
2021-05-05,Delhi,2800013.0,776078.0,3576091
2021-05-06,Delhi,2883317.0,810497.0,3693814
2021-05-07,Delhi,2951479.0,822589.0,3774068
2021-05-08,Delhi,3044458.0,861454.0,3905912
2021-05-09,Delhi,3045394.0,862075.0,3907469
2021-05-10,Delhi,3142198.0,909259.0,4051457
2021-05-11,Delhi,3229399.0,954497.0,4183896
2021-05-12,Delhi,3292311.0,967027.0,4259338
2021-05-13,Delhi,3378261.0,1007644.0,4385905
2021-05-14,Delhi,3381649.0,1008943.0,4390592
2021-05-15,Delhi,3464560.0,1046847.0,4511407
2021-05-16,Delhi,3544850.0,1058370.0,4603220
2021-05-17,Delhi,3639716.0,1077967.0,4717683
2021-05-18,Delhi,3729586.0,1095080.0,4824666
2021-01-16,Goa,50.0,0.0,50
2021-01-17,Goa,50.0,0.0,50
2021-01-18,Goa,47.0,0.0,47
2021-01-19,Goa,72.0,0.0,72
2021-02-01,Goa,3860.0,0.0,3860
2021-02-02,Goa,4720.0,0.0,4720
2021-02-03,Goa,5582.0,0.0,5582
2021-02-04,Goa,6532.0,0.0,6532
2021-02-05,Goa,7195.0,0.0,7195
2021-02-06,Goa,7460.0,0.0,7460
2021-02-07,Goa,7462.0,0.0,7462
2021-02-08,Goa,7800.0,0.0,7800
2021-02-09,Goa,8607.0,0.0,8607
2021-02-10,Goa,9656.0,0.0,9656
2021-02-11,Goa,11086.0,0.0,11086
2021-02-12,Goa,12743.0,0.0,12743
2021-02-13,Goa,13277.0,309.0,13586
2021-02-14,Goa,13277.0,309.0,13586
2021-02-15,Goa,13942.0,337.0,14279
2021-02-16,Goa,14123.0,340.0,14463
2021-02-17,Goa,14700.0,340.0,15040
2021-02-18,Goa,13960.0,343.0,14303
2021-02-19,Goa,15417.0,585.0,16002
2021-03-01,Goa,19870.0,2750.0,22620
2021-03-02,Goa,23398.0,3607.0,27005
2021-03-03,Goa,26860.0,4570.0,31430
2021-03-04,Goa,30673.0,5497.0,36170
2021-03-05,Goa,34005.0,6425.0,40430
2021-03-06,Goa,36894.0,6906.0,43800
2021-03-07,Goa,36902.0,6906.0,43808
2021-03-08,Goa,40153.0,7346.0,47499
2021-03-09,Goa,36027.0,7913.0,43940
2021-03-10,Goa,38493.0,8760.0,47253
2021-03-11,Goa,40416.0,9825.0,50241
2021-03-12,Goa,44305.0,11282.0,55587
2021-03-13,Goa,47645.0,11667.0,59312
2021-03-14,Goa,47655.0,11668.0,59323
2021-03-15,Goa,52403.0,12249.0,64652
2021-03-16,Goa,65739.0,12638.0,78377
2021-03-17,Goa,72357.0,13074.0,85431
2021-03-18,Goa,74794.0,13270.0,88064
2021-03-19,Goa,77616.0,13803.0,91419
2021-04-01,Goa,105426.0,20175.0,125601
2021-04-02,Goa,108867.0,20826.0,129693
2021-04-03,Goa,111519.0,21615.0,133134
2021-04-04,Goa,113879.0,21972.0,135851
2021-04-05,Goa,116633.0,23113.0,139746
2021-04-06,Goa,118691.0,23772.0,142463
2021-04-07,Goa,123996.0,25584.0,149580
2021-04-08,Goa,128428.0,26948.0,155376
2021-04-09,Goa,133268.0,28789.0,162057
2021-04-10,Goa,140385.0,30685.0,171070
2021-04-11,Goa,147178.0,31151.0,178329
2021-04-12,Goa,154523.0,33557.0,188080
2021-04-13,Goa,158206.0,34357.0,192563
2021-04-14,Goa,167443.0,35682.0,203125
2021-04-15,Goa,173909.0,39213.0,213122
2021-04-16,Goa,182574.0,42392.0,224966
2021-04-17,Goa,191878.0,45278.0,237156
2021-04-18,Goa,198368.0,46209.0,244577
2021-04-19,Goa,204861.0,48923.0,253784
2021-05-01,Goa,282005.0,73264.0,355269
2021-05-02,Goa,284560.0,73720.0,358280
2021-05-03,Goa,288805.0,74787.0,363592
2021-05-04,Goa,292908.0,75949.0,368857
2021-05-05,Goa,296579.0,77418.0,373997
2021-05-06,Goa,300663.0,79264.0,379927
2021-05-07,Goa,305206.0,81244.0,386450
2021-05-08,Goa,309334.0,83008.0,392342
2021-05-09,Goa,310955.0,83458.0,394413
2021-05-10,Goa,314583.0,85135.0,399718
2021-05-11,Goa,318352.0,87148.0,405500
2021-05-12,Goa,322251.0,88940.0,411191
2021-05-13,Goa,327646.0,90838.0,418484
2021-05-14,Goa,332990.0,92531.0,425521
2021-05-15,Goa,342243.0,94215.0,436458
2021-05-16,Goa,344615.0,94266.0,438881
2021-05-17,Goa,350557.0,94366.0,444923
2021-05-18,Goa,357502.0,94441.0,451943
2021-01-16,Gujarat,1146.0,0.0,1146
2021-01-17,Gujarat,2313.0,0.0,2313
2021-01-18,Gujarat,2182.0,0.0,2182
2021-01-19,Gujarat,4842.0,0.0,4842
2021-02-01,Gujarat,284170.0,0.0,284170
2021-02-02,Gujarat,306639.0,0.0,306639
2021-02-03,Gujarat,326450.0,0.0,326450
2021-02-04,Gujarat,360502.0,0.0,360502
2021-02-05,Gujarat,404841.0,0.0,404841
2021-02-06,Gujarat,448811.0,0.0,448811
2021-02-07,Gujarat,468838.0,0.0,468838
2021-02-08,Gujarat,537364.0,0.0,537364
2021-02-09,Gujarat,617709.0,0.0,617709
2021-02-10,Gujarat,683599.0,0.0,683599
2021-02-11,Gujarat,726174.0,0.0,726174
2021-02-12,Gujarat,749435.0,0.0,749435
2021-02-13,Gujarat,759799.0,2.0,759801
2021-02-14,Gujarat,761549.0,6.0,761555
2021-02-15,Gujarat,774751.0,8542.0,783293
2021-02-16,Gujarat,784610.0,14686.0,799296
2021-02-17,Gujarat,789722.0,16703.0,806425
2021-02-18,Gujarat,773109.0,26414.0,799523
2021-02-19,Gujarat,807835.0,35981.0,843816
2021-03-01,Gujarat,821783.0,167586.0,989369
2021-03-02,Gujarat,956419.0,196848.0,1153267
2021-03-03,Gujarat,1015619.0,219274.0,1234893
2021-03-04,Gujarat,1143571.0,254243.0,1397814
2021-03-05,Gujarat,1284380.0,296085.0,1580465
2021-03-06,Gujarat,1414609.0,330864.0,1745473
2021-03-07,Gujarat,1417812.0,331788.0,1749600
2021-03-08,Gujarat,1551898.0,367328.0,1919226
2021-03-09,Gujarat,1307844.0,411401.0,1719245
2021-03-10,Gujarat,1332660.0,434002.0,1766662
2021-03-11,Gujarat,1341652.0,435288.0,1776940
2021-03-12,Gujarat,1462283.0,485147.0,1947430
2021-03-13,Gujarat,1559499.0,513649.0,2073148
2021-03-14,Gujarat,1568700.0,515079.0,2083779
2021-03-15,Gujarat,1691481.0,539944.0,2231425
2021-03-16,Gujarat,2208185.0,564429.0,2772614
2021-03-17,Gujarat,2349458.0,574259.0,2923717
2021-03-18,Gujarat,2521859.0,590179.0,3112038
2021-03-19,Gujarat,2705730.0,603330.0,3309060
2021-04-01,Gujarat,5220204.0,717480.0,5937684
2021-04-02,Gujarat,5696407.0,757748.0,6454155
2021-04-03,Gujarat,6049037.0,789548.0,6838585
2021-04-04,Gujarat,6481838.0,831380.0,7313218
2021-04-05,Gujarat,6722336.0,862632.0,7584968
2021-04-06,Gujarat,6904732.0,883175.0,7787907
2021-04-07,Gujarat,7190429.0,918383.0,8108812
2021-04-08,Gujarat,7499654.0,973697.0,8473351
2021-04-09,Gujarat,7748080.0,1024776.0,8772856
2021-04-10,Gujarat,7982633.0,1073245.0,9055878
2021-04-11,Gujarat,8155231.0,1103628.0,9258859
2021-04-12,Gujarat,8342548.0,1154965.0,9497513
2021-04-13,Gujarat,8501205.0,1202153.0,9703358
2021-04-14,Gujarat,8622576.0,1244211.0,9866787
2021-04-15,Gujarat,8728318.0,1298371.0,10026689
2021-04-16,Gujarat,8814264.0,1351036.0,10165300
2021-04-17,Gujarat,8921355.0,1415453.0,10336808
2021-04-18,Gujarat,8991639.0,1458925.0,10450564
2021-04-19,Gujarat,9083040.0,1537088.0,10620128
2021-05-01,Gujarat,10092582.0,2586807.0,12679389
2021-05-02,Gujarat,10161231.0,2641793.0,12803024
2021-05-03,Gujarat,10243032.0,2723078.0,12966110
2021-05-04,Gujarat,10330960.0,2763197.0,13094157
2021-05-05,Gujarat,10417828.0,2849368.0,13267196
2021-05-06,Gujarat,10505574.0,2968238.0,13473812
2021-05-07,Gujarat,10593635.0,3086849.0,13680484
2021-05-08,Gujarat,10676626.0,3204381.0,13881007
2021-05-09,Gujarat,10741045.0,3295650.0,14036695
2021-05-10,Gujarat,10840347.0,3460713.0,14301060
2021-05-11,Gujarat,10952235.0,3658206.0,14610441
2021-05-12,Gujarat,11041502.0,3726052.0,14767554
2021-05-13,Gujarat,11145747.0,3830056.0,14975803
2021-05-14,Gujarat,11180770.0,3839126.0,15019896
2021-05-15,Gujarat,11213044.0,3842538.0,15055582
2021-05-16,Gujarat,11243101.0,3842661.0,15085762
2021-05-17,Gujarat,11243305.0,3842737.0,15086042
2021-05-18,Gujarat,11243561.0,3842786.0,15086347
2021-01-16,Haryana,1864.0,0.0,1864
2021-01-17,Haryana,2069.0,0.0,2069
2021-01-18,Haryana,5360.0,0.0,5360
2021-01-19,Haryana,11728.0,0.0,11728
2021-02-01,Haryana,96304.0,0.0,96304
2021-02-02,Haryana,97213.0,0.0,97213
2021-02-03,Haryana,99192.0,0.0,99192
2021-02-04,Haryana,103334.0,0.0,103334
2021-02-05,Haryana,107280.0,0.0,107280
2021-02-06,Haryana,108966.0,0.0,108966
2021-02-07,Haryana,110591.0,0.0,110591
2021-02-08,Haryana,140415.0,0.0,140415
2021-02-09,Haryana,157055.0,0.0,157055
2021-02-10,Haryana,164151.0,0.0,164151
2021-02-11,Haryana,171926.0,0.0,171926
2021-02-12,Haryana,176310.0,0.0,176310
2021-02-13,Haryana,178067.0,590.0,178657
2021-02-14,Haryana,178074.0,590.0,178664
2021-02-15,Haryana,185578.0,2904.0,188482
2021-02-16,Haryana,186539.0,3658.0,190197
2021-02-17,Haryana,189505.0,6058.0,195563
2021-02-18,Haryana,193238.0,12794.0,206032
2021-02-19,Haryana,201383.0,16787.0,218170
2021-03-01,Haryana,218515.0,61666.0,280181
2021-03-02,Haryana,225787.0,64929.0,290716
2021-03-03,Haryana,229802.0,66100.0,295902
2021-03-04,Haryana,241858.0,69706.0,311564
2021-03-05,Haryana,254547.0,72651.0,327198
2021-03-06,Haryana,262058.0,74423.0,336481
2021-03-07,Haryana,263037.0,74488.0,337525
2021-03-08,Haryana,285193.0,79897.0,365090
2021-03-09,Haryana,230790.0,88291.0,319081
2021-03-10,Haryana,239333.0,91761.0,331094
2021-03-11,Haryana,246074.0,93819.0,339893
2021-03-12,Haryana,275854.0,100547.0,376401
2021-03-13,Haryana,289284.0,102853.0,392137
2021-03-14,Haryana,292773.0,103194.0,395967
2021-03-15,Haryana,403081.0,112502.0,515583
2021-03-16,Haryana,561120.0,117776.0,678896
2021-03-17,Haryana,627943.0,120409.0,748352
2021-03-18,Haryana,694688.0,124104.0,818792
2021-03-19,Haryana,755578.0,127519.0,883097
2021-04-01,Haryana,1441284.0,153298.0,1594582
2021-04-02,Haryana,1545216.0,157374.0,1702590
2021-04-03,Haryana,1594393.0,159560.0,1753953
2021-04-04,Haryana,1639535.0,161076.0,1800611
2021-04-05,Haryana,1717234.0,164930.0,1882164
2021-04-06,Haryana,1774869.0,167327.0,1942196
2021-04-07,Haryana,1855846.0,172325.0,2028171
2021-04-08,Haryana,1939723.0,178687.0,2118410
2021-04-09,Haryana,2024825.0,187427.0,2212252
2021-04-10,Haryana,2088650.0,194612.0,2283262
2021-04-11,Haryana,2181488.0,200626.0,2382114
2021-04-12,Haryana,2307539.0,218295.0,2525834
2021-04-13,Haryana,2421185.0,236085.0,2657270
2021-04-14,Haryana,2544240.0,260744.0,2804984
2021-04-15,Haryana,2596134.0,277420.0,2873554
2021-04-16,Haryana,2657655.0,299456.0,2957111
2021-04-17,Haryana,2706244.0,316382.0,3022626
2021-04-18,Haryana,2740333.0,325532.0,3065865
2021-04-19,Haryana,2804924.0,357285.0,3162209
2021-05-01,Haryana,3211614.0,565133.0,3776747
2021-05-02,Haryana,3230331.0,566625.0,3796956
2021-05-03,Haryana,3279593.0,575470.0,3855063
2021-05-04,Haryana,3335067.0,591232.0,3926299
2021-05-05,Haryana,3374963.0,612135.0,3987098
2021-05-06,Haryana,3447474.0,646732.0,4094206
2021-05-07,Haryana,3518724.0,686199.0,4204923
2021-05-08,Haryana,3573590.0,714537.0,4288127
2021-05-09,Haryana,3612642.0,732116.0,4344758
2021-05-10,Haryana,3692472.0,783433.0,4475905
2021-05-11,Haryana,3764214.0,826086.0,4590300
2021-05-12,Haryana,3817367.0,845830.0,4663197
2021-05-13,Haryana,3886385.0,879262.0,4765647
2021-05-14,Haryana,3931468.0,902229.0,4833697
2021-05-15,Haryana,3977395.0,916353.0,4893748
2021-05-16,Haryana,4019157.0,918190.0,4937347
2021-05-17,Haryana,4079084.0,921362.0,5000446
2021-05-18,Haryana,4140970.0,924305.0,5065275
2021-01-16,Himachal Pradesh,202.0,0.0,202
2021-01-17,Himachal Pradesh,202.0,0.0,202
2021-01-18,Himachal Pradesh,352.0,0.0,352
2021-01-19,Himachal Pradesh,448.0,0.0,448
2021-02-01,Himachal Pradesh,28464.0,0.0,28464
2021-02-02,Himachal Pradesh,34218.0,0.0,34218
2021-02-03,Himachal Pradesh,38734.0,0.0,38734
2021-02-04,Himachal Pradesh,43053.0,0.0,43053
2021-02-05,Himachal Pradesh,46401.0,0.0,46401
2021-02-06,Himachal Pradesh,49335.0,0.0,49335
2021-02-07,Himachal Pradesh,49338.0,0.0,49338
2021-02-08,Himachal Pradesh,52715.0,0.0,52715
2021-02-09,Himachal Pradesh,56021.0,0.0,56021
2021-02-10,Himachal Pradesh,60848.0,0.0,60848
2021-02-11,Himachal Pradesh,66825.0,0.0,66825
2021-02-12,Himachal Pradesh,73945.0,0.0,73945
2021-02-13,Himachal Pradesh,76743.0,449.0,77192
2021-02-14,Himachal Pradesh,76743.0,449.0,77192
2021-02-15,Himachal Pradesh,79084.0,1868.0,80952
2021-02-16,Himachal Pradesh,81911.0,2807.0,84718
2021-02-17,Himachal Pradesh,86419.0,4197.0,90616
2021-02-18,Himachal Pradesh,83703.0,4917.0,88620
2021-02-19,Himachal Pradesh,92440.0,8208.0,100648
2021-03-01,Himachal Pradesh,100927.0,20493.0,121420
2021-03-02,Himachal Pradesh,104128.0,28586.0,132714
2021-03-03,Himachal Pradesh,106220.0,33259.0,139479
2021-03-04,Himachal Pradesh,110116.0,38425.0,148541
2021-03-05,Himachal Pradesh,116257.0,42212.0,158469
2021-03-06,Himachal Pradesh,120892.0,45023.0,165915
2021-03-07,Himachal Pradesh,122797.0,45206.0,168003
2021-03-08,Himachal Pradesh,128118.0,48084.0,176202
2021-03-09,Himachal Pradesh,95370.0,51518.0,146888
2021-03-10,Himachal Pradesh,101716.0,54747.0,156463
2021-03-11,Himachal Pradesh,102129.0,54994.0,157123
2021-03-12,Himachal Pradesh,114206.0,61236.0,175442
2021-03-13,Himachal Pradesh,118806.0,63254.0,182060
2021-03-14,Himachal Pradesh,119986.0,63392.0,183378
2021-03-15,Himachal Pradesh,128508.0,66502.0,195010
2021-03-16,Himachal Pradesh,203011.0,70288.0,273299
2021-03-17,Himachal Pradesh,236523.0,72289.0,308812
2021-03-18,Himachal Pradesh,262915.0,74566.0,337481
2021-03-19,Himachal Pradesh,281109.0,77342.0,358451
2021-04-01,Himachal Pradesh,484952.0,89225.0,574177
2021-04-02,Himachal Pradesh,504793.0,89851.0,594644
2021-04-03,Himachal Pradesh,520521.0,90779.0,611300
2021-04-04,Himachal Pradesh,539485.0,91704.0,631189
2021-04-05,Himachal Pradesh,568597.0,92962.0,661559
2021-04-06,Himachal Pradesh,594144.0,94218.0,688362
2021-04-07,Himachal Pradesh,677374.0,97794.0,775168
2021-04-08,Himachal Pradesh,741610.0,100199.0,841809
2021-04-09,Himachal Pradesh,788372.0,102907.0,891279
2021-04-10,Himachal Pradesh,837398.0,105435.0,942833
2021-04-11,Himachal Pradesh,876538.0,107374.0,983912
2021-04-12,Himachal Pradesh,940171.0,111049.0,1051220
2021-04-13,Himachal Pradesh,996913.0,114950.0,1111863
2021-04-14,Himachal Pradesh,1039677.0,118201.0,1157878
2021-04-15,Himachal Pradesh,1070578.0,121952.0,1192530
2021-04-16,Himachal Pradesh,1112736.0,128855.0,1241591
2021-04-17,Himachal Pradesh,1143738.0,134355.0,1278093
2021-04-18,Himachal Pradesh,1153059.0,136443.0,1289502
2021-04-19,Himachal Pradesh,1184950.0,143710.0,1328660
2021-05-01,Himachal Pradesh,1562272.0,261128.0,1823400
2021-05-02,Himachal Pradesh,1566274.0,262692.0,1828966
2021-05-03,Himachal Pradesh,1595354.0,278688.0,1874042
2021-05-04,Himachal Pradesh,1624444.0,296509.0,1920953
2021-05-05,Himachal Pradesh,1645491.0,310762.0,1956253
2021-05-06,Himachal Pradesh,1671620.0,333540.0,2005160
2021-05-07,Himachal Pradesh,1688202.0,349400.0,2037602
2021-05-08,Himachal Pradesh,1699206.0,359660.0,2058866
2021-05-09,Himachal Pradesh,1702305.0,362978.0,2065283
2021-05-10,Himachal Pradesh,1717794.0,379954.0,2097748
2021-05-11,Himachal Pradesh,1730336.0,394804.0,2125140
2021-05-12,Himachal Pradesh,1740172.0,401817.0,2141989
2021-05-13,Himachal Pradesh,1757908.0,417509.0,2175417
2021-05-14,Himachal Pradesh,1767255.0,424146.0,2191401
2021-05-15,Himachal Pradesh,1784546.0,432675.0,2217221
2021-05-16,Himachal Pradesh,1787942.0,432827.0,2220769
2021-05-17,Himachal Pradesh,1810997.0,432893.0,2243890
2021-05-18,Himachal Pradesh,1832502.0,432998.0,2265500
2021-01-16,Jammu and Kashmir,377.0,0.0,377
2021-01-17,Jammu and Kashmir,421.0,0.0,421
2021-01-18,Jammu and Kashmir,672.0,0.0,672
2021-01-19,Jammu and Kashmir,1369.0,0.0,1369
2021-02-01,Jammu and Kashmir,21322.0,0.0,21322
2021-02-02,Jammu and Kashmir,21352.0,0.0,21352
2021-02-03,Jammu and Kashmir,21478.0,0.0,21478
2021-02-04,Jammu and Kashmir,27796.0,0.0,27796
2021-02-05,Jammu and Kashmir,33899.0,0.0,33899
2021-02-06,Jammu and Kashmir,40909.0,0.0,40909
2021-02-07,Jammu and Kashmir,41543.0,0.0,41543
2021-02-08,Jammu and Kashmir,51872.0,0.0,51872
2021-02-09,Jammu and Kashmir,63529.0,0.0,63529
2021-02-10,Jammu and Kashmir,65779.0,0.0,65779
2021-02-11,Jammu and Kashmir,83295.0,0.0,83295
2021-02-12,Jammu and Kashmir,100823.0,0.0,100823
2021-02-13,Jammu and Kashmir,117677.0,722.0,118399
2021-02-14,Jammu and Kashmir,118293.0,722.0,119015
2021-02-15,Jammu and Kashmir,134369.0,1663.0,136032
2021-02-16,Jammu and Kashmir,148004.0,2267.0,150271
2021-02-17,Jammu and Kashmir,148878.0,2267.0,151145
2021-02-18,Jammu and Kashmir,163037.0,3392.0,166429
2021-02-19,Jammu and Kashmir,176551.0,4941.0,181492
2021-03-01,Jammu and Kashmir,222388.0,15687.0,238075
2021-03-02,Jammu and Kashmir,241454.0,17269.0,258723
2021-03-03,Jammu and Kashmir,243610.0,17367.0,260977
2021-03-04,Jammu and Kashmir,257976.0,19208.0,277184
2021-03-05,Jammu and Kashmir,272803.0,21756.0,294559
2021-03-06,Jammu and Kashmir,288844.0,25105.0,313949
2021-03-07,Jammu and Kashmir,289112.0,25125.0,314237
2021-03-08,Jammu and Kashmir,309309.0,30666.0,339975
2021-03-09,Jammu and Kashmir,298325.0,37129.0,335454
2021-03-10,Jammu and Kashmir,299275.0,37448.0,336723
2021-03-11,Jammu and Kashmir,300120.0,37716.0,337836
2021-03-12,Jammu and Kashmir,300849.0,39870.0,340719
2021-03-13,Jammu and Kashmir,323433.0,54858.0,378291
2021-03-14,Jammu and Kashmir,323902.0,55141.0,379043
2021-03-15,Jammu and Kashmir,347322.0,68464.0,415786
2021-03-16,Jammu and Kashmir,409038.0,81211.0,490249
2021-03-17,Jammu and Kashmir,424693.0,81519.0,506212
2021-03-18,Jammu and Kashmir,452341.0,93556.0,545897
2021-03-19,Jammu and Kashmir,467694.0,101308.0,569002
2021-04-01,Jammu and Kashmir,669358.0,150763.0,820121
2021-04-02,Jammu and Kashmir,707269.0,155682.0,862951
2021-04-03,Jammu and Kashmir,737067.0,159522.0,896589
2021-04-04,Jammu and Kashmir,764873.0,161537.0,926410
2021-04-05,Jammu and Kashmir,799804.0,165214.0,965018
2021-04-06,Jammu and Kashmir,831857.0,168216.0,1000073
2021-04-07,Jammu and Kashmir,909465.0,174198.0,1083663
2021-04-08,Jammu and Kashmir,994678.0,182428.0,1177106
2021-04-09,Jammu and Kashmir,1053587.0,186812.0,1240399
2021-04-10,Jammu and Kashmir,1095604.0,190725.0,1286329
2021-04-11,Jammu and Kashmir,1128724.0,192990.0,1321714
2021-04-12,Jammu and Kashmir,1190462.0,199609.0,1390071
2021-04-13,Jammu and Kashmir,1217666.0,202914.0,1420580
2021-04-14,Jammu and Kashmir,1245840.0,206799.0,1452639
2021-04-15,Jammu and Kashmir,1285404.0,214736.0,1500140
2021-04-16,Jammu and Kashmir,1322027.0,222389.0,1544416
2021-04-17,Jammu and Kashmir,1358605.0,230383.0,1588988
2021-04-18,Jammu and Kashmir,1386560.0,235537.0,1622097
2021-04-19,Jammu and Kashmir,1439317.0,248756.0,1688073
2021-05-01,Jammu and Kashmir,1995989.0,380250.0,2376239
2021-05-02,Jammu and Kashmir,2027309.0,387763.0,2415072
2021-05-03,Jammu and Kashmir,2065375.0,402095.0,2467470
2021-05-04,Jammu and Kashmir,2091960.0,411664.0,2503624
2021-05-05,Jammu and Kashmir,2133638.0,426815.0,2560453
